region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state
columbus,0.0,2016,ram,pickup 2500,excellent,6 cylinders,diesel,138707.0,clean,automatic,4wd,truck,black,oh
columbus,0.0,2017,mercedes-benz,c-class,excellent,4 cylinders,gas,14342.0,clean,automatic,4wd,sedan,white,oh
columbus,0.0,2018,mercedes-benz,e-class,excellent,4 cylinders,gas,17193.0,clean,automatic,rwd,sedan,white,oh
columbus,0.0,2014,mercedes-benz,m-class,excellent,6 cylinders,diesel,117257.0,clean,automatic,4wd,SUV,black,oh
columbus,0.0,2015,mercedes-benz,m-class,excellent,6 cylinders,gas,53444.0,clean,automatic,4wd,SUV,silver,oh
columbus,0.0,2015,mercedes-benz,m-class,excellent,4 cylinders,diesel,54118.0,clean,automatic,4wd,SUV,blue,oh
columbus,0.0,2013,cadillac,xts,excellent,6 cylinders,gas,60379.0,clean,automatic,fwd,sedan,silver,oh
columbus,0.0,2012,chevrolet,express g3500,excellent,6 cylinders,gas,194555.0,clean,automatic,fwd,sedan,white,oh
columbus,0.0,2008,chevrolet,silverado 1500,excellent,6 cylinders,gas,110533.0,clean,automatic,4wd,truck,white,oh
columbus,0.0,2012,ford,f-250,excellent,6 cylinders,diesel,100000.0,clean,automatic,4wd,sedan,white,oh
columbus,0.0,2014,chevrolet,camaro,excellent,8 cylinders,gas,13338.0,clean,manual,rwd,coupe,red,oh
columbus,0.0,2004,chevrolet,silverado 1500,excellent,6 cylinders,gas,168039.0,clean,automatic,4wd,truck,blue,oh
columbus,0.0,2008,chevrolet,suburban,excellent,6 cylinders,gas,199718.0,clean,automatic,fwd,SUV,blue,oh
columbus,0.0,2015,bmw,5 series,excellent,6 cylinders,gas,89950.0,clean,automatic,rwd,sedan,white,oh
columbus,0.0,2011,chevrolet,impala,excellent,6 cylinders,gas,169155.0,clean,automatic,fwd,sedan,custom,oh
columbus,0.0,2014,ford,f550 4x4,excellent,6 cylinders,diesel,0.0,clean,other,4wd,other,white,oh
columbus,0.0,2015,chevrolet,sonic,excellent,4 cylinders,gas,33973.0,clean,automatic,fwd,sedan,green,oh
columbus,0.0,2012,chevrolet,cruze,excellent,6 cylinders,gas,105850.0,clean,automatic,fwd,sedan,white,oh
columbus,0.0,2007,bmw,328,excellent,6 cylinders,gas,194330.0,clean,automatic,4wd,sedan,white,oh
columbus,0.0,2007,acura,tl,excellent,6 cylinders,gas,125834.0,clean,automatic,fwd,sedan,grey,oh
columbus,0.0,2005,acura,mdx,excellent,6 cylinders,gas,176915.0,clean,automatic,4wd,SUV,white,oh
columbus,0.0,2009,acura,tl,excellent,6 cylinders,gas,199782.0,clean,automatic,4wd,sedan,white,oh
columbus,0.0,2016,jeep,wrangler unlimited,excellent,6 cylinders,gas,83203.0,clean,automatic,4wd,SUV,grey,oh
columbus,0.0,2014,nissan,xterra,excellent,6 cylinders,gas,110481.0,clean,automatic,4wd,SUV,red,oh
columbus,0.0,2018,ram,pickup 2500,excellent,6 cylinders,diesel,55107.0,clean,automatic,4wd,truck,white,oh
columbus,0.0,2014,toyota,tundra,excellent,8 cylinders,gas,105674.0,clean,automatic,4wd,truck,black,oh
columbus,0.0,2018,volkswagen,tiguan,excellent,4 cylinders,gas,27292.0,clean,automatic,4wd,SUV,grey,oh
columbus,1.0,2001,ford,escape,excellent,6 cylinders,gas,158.0,clean,automatic,fwd,SUV,white,oh
columbus,0.0,2020,ford,Polaris Slingshot,excellent,6 cylinders,gas,2306.0,clean,manual,4wd,other,black,oh
columbus,0.0,2014,ford,f-150,excellent,6 cylinders,gas,87352.0,clean,automatic,4wd,truck,black,oh
columbus,0.0,2018,ford,escape,excellent,4 cylinders,gas,96981.0,clean,automatic,fwd,SUV,white,oh
columbus,0.0,2016,ford,fusion se,excellent,6 cylinders,gas,84660.0,clean,automatic,fwd,sedan,white,oh
columbus,0.0,2012,hyundai,sonata,excellent,4 cylinders,gas,125018.0,clean,automatic,fwd,sedan,silver,oh
columbus,0.0,2015,subaru,forester,excellent,4 cylinders,gas,39148.0,clean,automatic,4wd,SUV,silver,oh
columbus,0.0,2017,ford,f-150,excellent,8 cylinders,gas,31.0,clean,automatic,rwd,van,white,oh
columbus,0.0,2016,gmc,sierra 3500hd,excellent,6 cylinders,gas,65349.0,clean,automatic,4wd,pickup,white,oh
columbus,0.0,2016,chevrolet,malibu,excellent,6 cylinders,gas,72391.0,clean,automatic,fwd,sedan,white,oh
columbus,0.0,2011,bmw,3 series,excellent,6 cylinders,gas,66382.0,clean,automatic,rwd,coupe,silver,oh
columbus,0.0,2011,porsche,cayenne,excellent,8 cylinders,gas,73642.0,clean,automatic,4wd,SUV,grey,oh
columbus,0.0,2016,bmw,x5,excellent,6 cylinders,gas,70369.0,clean,automatic,4wd,SUV,silver,oh
columbus,0.0,2014,bmw,5 series,excellent,6 cylinders,gas,66342.0,clean,automatic,rwd,sedan,white,oh
columbus,0.0,2013,audi,a6,excellent,6 cylinders,gas,127051.0,clean,automatic,4wd,sedan,white,oh
columbus,0.0,2018,chevrolet,cruze,excellent,4 cylinders,gas,20025.0,clean,automatic,fwd,sedan,blue,oh
columbus,0.0,1947,chevrolet,pickup truck,like new,6 cylinders,gas,2700.0,clean,automatic,4wd,sedan,white,oh
columbus,0.0,2018,chevrolet,silverado 1500,excellent,8 cylinders,gas,116174.0,clean,automatic,4wd,truck,white,oh
columbus,0.0,2016,lexus,gx 460,excellent,8 cylinders,gas,48238.0,clean,automatic,4wd,SUV,white,oh
columbus,0.0,2011,toyota,fj cruiser,excellent,6 cylinders,gas,94328.0,clean,automatic,4wd,SUV,white,oh
columbus,0.0,2018,chevrolet,trax,excellent,4 cylinders,gas,88379.0,clean,automatic,fwd,SUV,silver,oh
columbus,0.0,2009,ram,1500,excellent,6 cylinders,gas,208782.0,clean,automatic,4wd,truck,white,oh
columbus,0.0,2005,chevrolet,trailblazer,excellent,6 cylinders,gas,132569.0,clean,automatic,4wd,SUV,red,oh
columbus,0.0,2015,mercedes-benz,m-class,excellent,6 cylinders,gas,95900.0,clean,automatic,4wd,SUV,white,oh
columbus,0.0,2018,rover,velar,excellent,4 cylinders,gas,7850.0,clean,automatic,4wd,SUV,white,oh
columbus,1.0,1985,ford,f-350,salvage,8 cylinders,gas,190000.0,clean,automatic,rwd,sedan,white,oh
columbus,0.0,2012,ford,escape,excellent,6 cylinders,gas,93607.0,clean,automatic,fwd,SUV,black,oh
columbus,0.0,2006,ford,f550,excellent,6 cylinders,diesel,0.0,clean,other,4wd,other,white,oh
columbus,0.0,2005,chevrolet,colorado,excellent,6 cylinders,gas,199743.0,clean,automatic,4wd,truck,green,oh
columbus,0.0,2013,jeep,wrangler,excellent,6 cylinders,gas,96268.0,clean,automatic,4wd,SUV,white,oh
columbus,0.0,2015,dodge,i,excellent,6 cylinders,diesel,0.0,clean,other,4wd,other,white,oh
columbus,0.0,2016,subaru,impreza 2.0i limited,good,6 cylinders,other,127344.0,clean,automatic,4wd,hatchback,black,oh
columbus,0.0,2012,ford,freightliner cascadia 125,excellent,6 cylinders,diesel,1.0,clean,manual,4wd,sedan,white,oh
columbus,0.0,2008,toyota,fj cruiser base,good,6 cylinders,other,154266.0,clean,other,4wd,SUV,white,oh
columbus,0.0,2014,honda,cr-v,excellent,4 cylinders,gas,56967.0,clean,automatic,4wd,SUV,black,oh
columbus,0.0,2016,toyota,4runner trd pro,excellent,6 cylinders,gas,45286.0,clean,automatic,4wd,SUV,brown,oh
columbus,0.0,2015,ford,VOLKSWAGON PASSAT,excellent,6 cylinders,gas,66590.0,clean,automatic,fwd,sedan,white,oh
columbus,0.0,2018,toyota,corolla le,excellent,6 cylinders,gas,40025.0,clean,automatic,fwd,sedan,white,oh
columbus,0.0,2015,kia,optima lx,like new,6 cylinders,gas,71685.0,clean,automatic,fwd,sedan,white,oh
columbus,0.0,2015,toyota,prius,excellent,4 cylinders,hybrid,90205.0,clean,automatic,fwd,sedan,red,oh
columbus,0.0,2016,porsche,f-150,excellent,8 cylinders,other,21991.0,clean,automatic,fwd,other,white,oh
columbus,0.0,2018,chevrolet,f-150,excellent,8 cylinders,other,8977.0,clean,automatic,fwd,other,white,oh
columbus,0.0,2016,mercedes-benz,metris,excellent,4 cylinders,gas,114831.0,clean,automatic,rwd,van,white,oh
columbus,0.0,2018,mercedes-benz,e-class,excellent,6 cylinders,gas,45278.0,clean,automatic,rwd,coupe,white,oh
columbus,0.0,2015,mercedes-benz,gl-class,excellent,8 cylinders,gas,55215.0,clean,automatic,4wd,SUV,white,oh
columbus,0.0,2011,lexus,ls 600h l,excellent,8 cylinders,hybrid,119644.0,clean,automatic,4wd,sedan,grey,oh
columbus,0.0,2015,ram,pickup 1500,excellent,6 cylinders,diesel,104405.0,clean,automatic,4wd,truck,black,oh
columbus,0.0,2015,nissan,altima,excellent,4 cylinders,gas,114124.0,clean,automatic,fwd,sedan,black,oh
columbus,0.0,2017,nissan,titan xd,excellent,8 cylinders,diesel,74588.0,clean,automatic,4wd,truck,black,oh
columbus,0.0,2013,toyota,fj cruiser,excellent,6 cylinders,gas,122713.0,clean,automatic,4wd,SUV,white,oh
columbus,0.0,2018,toyota,rav4,excellent,4 cylinders,gas,38690.0,clean,automatic,4wd,SUV,purple,oh
columbus,0.0,2017,toyota,rav4,excellent,4 cylinders,gas,60036.0,clean,automatic,4wd,SUV,black,oh
columbus,0.0,2018,dodge,f-150,excellent,8 cylinders,other,3591.0,clean,automatic,fwd,other,white,oh
columbus,0.0,2019,ford,f-150,excellent,8 cylinders,other,3477.0,clean,manual,fwd,other,white,oh
columbus,0.0,2014,ram,f-150,excellent,6 cylinders,diesel,0.0,clean,automatic,4wd,other,white,oh
columbus,0.0,2015,audi,q5,excellent,4 cylinders,gas,99630.0,clean,automatic,4wd,SUV,black,oh
columbus,0.0,2016,ford,f450 4x4,excellent,6 cylinders,diesel,0.0,clean,other,4wd,other,white,oh
columbus,0.0,2019,ford,f-150,excellent,6 cylinders,other,33914.0,clean,automatic,fwd,other,white,oh
columbus,0.0,2011,chevrolet,avalanche,excellent,8 cylinders,gas,161039.0,clean,automatic,4wd,pickup,grey,oh
columbus,0.0,2014,toyota,camry,excellent,4 cylinders,gas,146992.0,clean,automatic,fwd,sedan,white,oh
columbus,0.0,2012,cadillac,cts 4,excellent,6 cylinders,gas,112843.0,clean,automatic,4wd,sedan,white,oh
columbus,0.0,2014,ford,fusion se,excellent,4 cylinders,gas,99049.0,clean,automatic,fwd,sedan,grey,oh
columbus,0.0,2014,ford,mustang convertible,excellent,6 cylinders,gas,88191.0,clean,automatic,rwd,sedan,white,oh
columbus,0.0,2016,toyota,rav4,excellent,4 cylinders,gas,53178.0,clean,automatic,fwd,SUV,red,oh
columbus,0.0,2017,toyota,yaris ia,excellent,4 cylinders,gas,27504.0,clean,automatic,fwd,sedan,grey,oh
columbus,0.0,2017,chevrolet,silverado 1500,excellent,8 cylinders,gas,89247.0,clean,automatic,4wd,pickup,black,oh
columbus,0.0,2012,dodge,charger,excellent,6 cylinders,gas,133202.0,clean,automatic,fwd,sedan,custom,oh
columbus,0.0,2011,chevrolet,equinox,excellent,6 cylinders,gas,143931.0,clean,automatic,4wd,SUV,red,oh
columbus,0.0,2016,infiniti,qx80,excellent,8 cylinders,gas,47817.0,clean,automatic,4wd,SUV,silver,oh
columbus,0.0,2013,toyota,tacoma,excellent,6 cylinders,gas,84103.0,clean,automatic,4wd,truck,silver,oh
columbus,0.0,2017,chevrolet,bolt ev,excellent,6 cylinders,electric,33547.0,clean,automatic,fwd,sedan,black,oh
columbus,0.0,2013,mercedes-benz,s-class,excellent,8 cylinders,gas,76962.0,clean,automatic,rwd,sedan,silver,oh
columbus,0.0,2018,ford,peterbilt 579,excellent,6 cylinders,diesel,1.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2014,ford,edge,excellent,6 cylinders,gas,84022.0,clean,automatic,fwd,SUV,white,oh
dayton / springfield,0.0,2019,honda,pilot,excellent,6 cylinders,gas,16469.0,clean,automatic,4wd,SUV,green,oh
dayton / springfield,0.0,2013,chevrolet,avalanche,excellent,8 cylinders,gas,111871.0,clean,automatic,4wd,truck,black,oh
dayton / springfield,0.0,2012,dodge,charger,excellent,6 cylinders,gas,113803.0,clean,automatic,rwd,sedan,silver,oh
dayton / springfield,0.0,2017,dodge,charger,excellent,6 cylinders,gas,86040.0,clean,automatic,4wd,sedan,black,oh
dayton / springfield,0.0,2013,gmc,acadia,excellent,6 cylinders,gas,98536.0,clean,automatic,4wd,SUV,grey,oh
dayton / springfield,0.0,2014,chevrolet,silverado 1500,excellent,8 cylinders,gas,130699.0,clean,automatic,rwd,truck,silver,oh
dayton / springfield,0.0,2017,honda,odyssey,excellent,6 cylinders,gas,32689.0,clean,automatic,fwd,mini-van,white,oh
dayton / springfield,0.0,2003,chevrolet,tracker,excellent,4 cylinders,gas,90005.0,clean,manual,rwd,SUV,white,oh
dayton / springfield,0.0,2011,cadillac,dts,excellent,8 cylinders,gas,59543.0,clean,automatic,fwd,sedan,black,oh
dayton / springfield,0.0,2013,jeep,wrangler unlimited,excellent,6 cylinders,gas,44621.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2006,chevrolet,trailblazer,excellent,6 cylinders,gas,109052.0,clean,automatic,4wd,SUV,black,oh
dayton / springfield,0.0,2008,rover,f-150,excellent,8 cylinders,gas,158769.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2011,ford,taurus,excellent,6 cylinders,gas,31085.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2007,pontiac,solstice,excellent,4 cylinders,gas,59746.0,clean,automatic,rwd,convertible,yellow,oh
dayton / springfield,0.0,2006,hyundai,sonata gls,excellent,4 cylinders,gas,167553.0,clean,automatic,fwd,sedan,white,oh
dayton / springfield,0.0,2010,chevrolet,impala lt,excellent,6 cylinders,gas,156935.0,clean,automatic,fwd,sedan,white,oh
dayton / springfield,0.0,2015,nissan,altima 2.5 s,good,4 cylinders,gas,123421.0,clean,automatic,fwd,sedan,white,oh
dayton / springfield,0.0,2004,ford,escape xlt,excellent,6 cylinders,gas,124582.0,clean,automatic,fwd,coupe,white,oh
dayton / springfield,0.0,2017,nissan,sentra sv,excellent,6 cylinders,gas,61727.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2018,chevrolet,cruze,excellent,6 cylinders,gas,51323.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2014,chevrolet,camaro 2ls,excellent,6 cylinders,gas,89046.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2014,cadillac,srx,excellent,6 cylinders,gas,72969.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2016,buick,verano,excellent,6 cylinders,gas,54822.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,1.0,1969,chevrolet,camaro,excellent,6 cylinders,gas,1000.0,clean,other,4wd,sedan,white,oh
dayton / springfield,0.0,2016,ford,utility police interceptor,excellent,6 cylinders,gas,111546.0,clean,automatic,4wd,SUV,black,oh
dayton / springfield,0.0,2014,chevrolet,silverado 1500,excellent,6 cylinders,gas,82620.0,clean,automatic,4wd,truck,silver,oh
dayton / springfield,0.0,2017,hyundai,accent,excellent,4 cylinders,gas,91992.0,clean,automatic,fwd,hatchback,blue,oh
dayton / springfield,0.0,2013,dodge,durango crew,excellent,6 cylinders,gas,177166.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2015,hyundai,tucson,excellent,4 cylinders,gas,62708.0,clean,automatic,fwd,SUV,white,oh
dayton / springfield,0.0,2016,chevrolet,tahoe,excellent,8 cylinders,gas,103687.0,clean,automatic,4wd,SUV,red,oh
dayton / springfield,0.0,2014,ford,f-150,excellent,8 cylinders,gas,55675.0,clean,automatic,4wd,truck,red,oh
dayton / springfield,0.0,2018,mazda,mazda3 5-door,excellent,6 cylinders,gas,18717.0,clean,automatic,fwd,hatchback,white,oh
dayton / springfield,0.0,2013,ford,taurus,excellent,6 cylinders,gas,134000.0,clean,automatic,fwd,sedan,white,oh
dayton / springfield,0.0,2012,toyota,rav4,excellent,4 cylinders,gas,126709.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2020,ford,f-150,excellent,6 cylinders,gas,19123.0,clean,automatic,4wd,truck,grey,oh
dayton / springfield,0.0,2009,volvo,s60,excellent,5 cylinders,gas,137502.0,clean,automatic,fwd,sedan,black,oh
dayton / springfield,0.0,2011,chevrolet,suburban,excellent,8 cylinders,gas,207000.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2015,chrysler,town country limited,excellent,6 cylinders,gas,102191.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2018,mazda,mazda3 5-door,excellent,4 cylinders,gas,25784.0,clean,automatic,fwd,hatchback,brown,oh
dayton / springfield,0.0,2004,gmc,yukon xl denali,excellent,8 cylinders,gas,129988.0,clean,automatic,4wd,SUV,black,oh
dayton / springfield,0.0,2005,porsche,911,excellent,6 cylinders,gas,39500.0,clean,manual,rwd,coupe,black,oh
dayton / springfield,0.0,2016,gmc,sierra 3500hd,excellent,6 cylinders,gas,65349.0,clean,automatic,4wd,pickup,white,oh
dayton / springfield,0.0,2016,chevrolet,malibu,excellent,6 cylinders,gas,72391.0,clean,automatic,fwd,sedan,white,oh
dayton / springfield,0.0,2015,chevrolet,equinox,excellent,4 cylinders,gas,109215.0,clean,automatic,fwd,SUV,red,oh
dayton / springfield,0.0,2017,chevrolet,equinox,excellent,4 cylinders,gas,50107.0,clean,automatic,4wd,SUV,black,oh
dayton / springfield,0.0,2016,nissan,rogue,excellent,4 cylinders,gas,81245.0,clean,automatic,4wd,wagon,blue,oh
dayton / springfield,0.0,2013,nissan,frontier,excellent,6 cylinders,gas,93115.0,clean,automatic,4wd,truck,black,oh
dayton / springfield,0.0,2009,honda,cr-v,excellent,4 cylinders,gas,118194.0,clean,automatic,4wd,SUV,silver,oh
dayton / springfield,0.0,2019,subaru,forester,excellent,4 cylinders,gas,105115.0,clean,automatic,4wd,wagon,white,oh
dayton / springfield,0.0,2015,kia,soul,excellent,4 cylinders,gas,128746.0,clean,automatic,fwd,wagon,brown,oh
dayton / springfield,0.0,2007,chrysler,sebring sdn,excellent,4 cylinders,gas,163077.0,clean,automatic,fwd,sedan,silver,oh
dayton / springfield,0.0,2016,ram,1500,excellent,8 cylinders,gas,100771.0,clean,automatic,4wd,truck,red,oh
dayton / springfield,0.0,2015,nissan,altima,excellent,4 cylinders,gas,85550.0,clean,automatic,fwd,sedan,black,oh
dayton / springfield,0.0,2008,mercedes-benz,e-class,excellent,6 cylinders,diesel,101692.0,clean,automatic,rwd,sedan,black,oh
dayton / springfield,0.0,2018,kia,forte,excellent,4 cylinders,gas,94731.0,clean,automatic,fwd,sedan,white,oh
dayton / springfield,0.0,2014,kia,soul,excellent,4 cylinders,gas,58349.0,clean,automatic,fwd,wagon,brown,oh
dayton / springfield,0.0,2012,bmw,x3,excellent,6 cylinders,gas,103572.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2011,ram,1500,excellent,8 cylinders,gas,138206.0,clean,automatic,4wd,truck,white,oh
dayton / springfield,0.0,2009,ford,f-150,excellent,8 cylinders,gas,32988.0,clean,automatic,4wd,truck,black,oh
dayton / springfield,0.0,2010,toyota,camry,excellent,6 cylinders,gas,156746.0,clean,automatic,fwd,sedan,yellow,oh
dayton / springfield,0.0,2018,mazda,cx-5,excellent,4 cylinders,gas,35235.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2011,ford,edge,excellent,6 cylinders,gas,138049.0,clean,automatic,fwd,SUV,white,oh
dayton / springfield,0.0,2008,lexus,gs 350,excellent,6 cylinders,gas,158981.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2018,kia,optima,excellent,4 cylinders,gas,51360.0,clean,automatic,fwd,sedan,black,oh
dayton / springfield,0.0,2006,ford,f550,excellent,6 cylinders,diesel,0.0,clean,other,4wd,other,white,oh
dayton / springfield,0.0,2015,dodge,grand caravan,excellent,6 cylinders,gas,90602.0,clean,automatic,fwd,mini-van,red,oh
dayton / springfield,0.0,2019,chevrolet,camaro,excellent,8 cylinders,gas,563.0,clean,automatic,rwd,coupe,grey,oh
dayton / springfield,0.0,2019,mitsubishi,outlander sport,excellent,4 cylinders,gas,18575.0,clean,automatic,fwd,wagon,white,oh
dayton / springfield,0.0,2014,chevrolet,silverado 1500,excellent,8 cylinders,gas,40332.0,clean,automatic,4wd,truck,blue,oh
dayton / springfield,0.0,2013,ford,f-150,excellent,6 cylinders,gas,186390.0,clean,automatic,4wd,truck,white,oh
dayton / springfield,0.0,2013,chevrolet,traverse,excellent,6 cylinders,gas,87287.0,clean,automatic,fwd,SUV,white,oh
dayton / springfield,0.0,2015,ford,super duty f-350,excellent,8 cylinders,diesel,72663.0,clean,automatic,4wd,truck,black,oh
dayton / springfield,0.0,2018,mazda,cx-9,excellent,4 cylinders,gas,31883.0,clean,automatic,4wd,SUV,black,oh
dayton / springfield,0.0,2019,mazda,mazda3 hatchback,excellent,4 cylinders,gas,75.0,clean,automatic,fwd,hatchback,black,oh
dayton / springfield,0.0,2013,jeep,wrangler,excellent,6 cylinders,gas,96268.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2013,volkswagen,passat s pzev,excellent,4 cylinders,gas,129144.0,clean,automatic,fwd,sedan,white,oh
dayton / springfield,0.0,2019,mazda,mazda3 hatchback,excellent,4 cylinders,gas,22023.0,clean,automatic,fwd,hatchback,white,oh
dayton / springfield,0.0,2014,chevrolet,corvette stingray,excellent,8 cylinders,gas,20605.0,clean,automatic,rwd,coupe,blue,oh
dayton / springfield,0.0,2007,hyundai,santa fe,excellent,6 cylinders,gas,152153.0,clean,automatic,4wd,SUV,green,oh
dayton / springfield,0.0,2016,chevrolet,corvette,excellent,8 cylinders,gas,3601.0,clean,manual,rwd,coupe,white,oh
dayton / springfield,0.0,2020,mazda,cx-5,excellent,4 cylinders,gas,7952.0,clean,automatic,4wd,SUV,blue,oh
dayton / springfield,0.0,2011,buick,enclave,excellent,6 cylinders,gas,108326.0,clean,automatic,fwd,SUV,blue,oh
dayton / springfield,0.0,2015,subaru,impreza 2.0i,excellent,4 cylinders,gas,142753.0,clean,automatic,4wd,hatchback,white,oh
dayton / springfield,0.0,2006,honda,odyssey ex,good,6 cylinders,gas,148820.0,clean,automatic,fwd,wagon,white,oh
dayton / springfield,0.0,2013,dodge,journey se,excellent,4 cylinders,gas,102750.0,clean,automatic,fwd,SUV,white,oh
dayton / springfield,0.0,2016,nissan,sentra s,excellent,4 cylinders,gas,138822.0,clean,automatic,fwd,sedan,white,oh
dayton / springfield,0.0,2019,mazda,cx-5,excellent,4 cylinders,gas,2806.0,clean,automatic,fwd,SUV,black,oh
dayton / springfield,0.0,2010,dodge,grand caravan,excellent,6 cylinders,gas,173402.0,clean,automatic,fwd,mini-van,blue,oh
dayton / springfield,0.0,2016,chevrolet,silverado 1500,excellent,8 cylinders,gas,116628.0,clean,automatic,4wd,truck,red,oh
dayton / springfield,0.0,2011,ram,1500,excellent,8 cylinders,gas,107808.0,clean,automatic,4wd,truck,black,oh
dayton / springfield,0.0,2005,toyota,prius,excellent,4 cylinders,hybrid,125914.0,clean,automatic,fwd,hatchback,white,oh
dayton / springfield,0.0,2019,chevrolet,cruze,excellent,4 cylinders,gas,26818.0,clean,automatic,fwd,hatchback,silver,oh
dayton / springfield,0.0,2012,honda,civic sdn,excellent,4 cylinders,gas,107407.0,clean,automatic,fwd,sedan,black,oh
dayton / springfield,0.0,2016,jeep,patriot,excellent,4 cylinders,gas,89214.0,clean,automatic,fwd,SUV,black,oh
dayton / springfield,0.0,2011,chevrolet,traverse,excellent,6 cylinders,gas,62750.0,clean,automatic,fwd,SUV,silver,oh
dayton / springfield,0.0,2014,jeep,compass sport,excellent,6 cylinders,gas,62745.0,clean,manual,fwd,sedan,white,oh
dayton / springfield,0.0,2014,chrysler,town & country,excellent,6 cylinders,gas,97312.0,clean,automatic,fwd,mini-van,red,oh
dayton / springfield,0.0,2018,kia,optima,excellent,4 cylinders,gas,72550.0,clean,automatic,fwd,sedan,white,oh
dayton / springfield,0.0,2008,subaru,impreza sedan,excellent,4 cylinders,gas,116181.0,clean,manual,4wd,sedan,black,oh
dayton / springfield,0.0,2018,chevrolet,malibu,excellent,4 cylinders,gas,52588.0,clean,automatic,fwd,sedan,silver,oh
dayton / springfield,0.0,2012,jeep,grand cherokee,excellent,8 cylinders,gas,159358.0,clean,automatic,4wd,SUV,blue,oh
dayton / springfield,0.0,2006,acura,mdx,excellent,6 cylinders,gas,174889.0,clean,automatic,4wd,SUV,grey,oh
dayton / springfield,0.0,2013,dodge,durango,excellent,6 cylinders,gas,81869.0,clean,automatic,4wd,SUV,blue,oh
dayton / springfield,0.0,2013,chevrolet,malibu,excellent,4 cylinders,gas,117902.0,clean,automatic,fwd,sedan,black,oh
dayton / springfield,0.0,2016,jeep,renegade,excellent,4 cylinders,gas,93195.0,clean,automatic,fwd,SUV,white,oh
dayton / springfield,0.0,2019,mazda,cx-9,excellent,4 cylinders,gas,15572.0,clean,automatic,fwd,SUV,blue,oh
dayton / springfield,0.0,2015,chevrolet,silverado 1500,excellent,8 cylinders,gas,109141.0,clean,automatic,4wd,truck,white,oh
dayton / springfield,0.0,2019,dodge,journey,excellent,6 cylinders,gas,49907.0,clean,automatic,4wd,SUV,red,oh
dayton / springfield,0.0,2014,chrysler,town & country,excellent,6 cylinders,gas,102273.0,clean,automatic,fwd,mini-van,white,oh
dayton / springfield,0.0,2014,cadillac,cts sedan,excellent,6 cylinders,gas,29963.0,clean,automatic,rwd,sedan,red,oh
dayton / springfield,0.0,2014,ford,f-150,excellent,8 cylinders,gas,44675.0,clean,automatic,4wd,truck,white,oh
dayton / springfield,0.0,2007,toyota,rav4,excellent,6 cylinders,gas,177344.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2017,buick,encore,excellent,4 cylinders,gas,50150.0,clean,automatic,fwd,SUV,black,oh
dayton / springfield,0.0,2013,gmc,acadia,excellent,6 cylinders,gas,103937.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2016,ford,c-max hybrid,excellent,6 cylinders,hybrid,12344.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2019,dodge,challenger,excellent,6 cylinders,gas,26193.0,clean,automatic,4wd,coupe,black,oh
dayton / springfield,0.0,2016,chevrolet,tahoe,excellent,8 cylinders,gas,122202.0,clean,automatic,4wd,SUV,white,oh
dayton / springfield,0.0,2014,chevrolet,silverado 1500,excellent,8 cylinders,gas,107503.0,clean,automatic,4wd,truck,silver,oh
dayton / springfield,0.0,2013,toyota,venza,excellent,6 cylinders,gas,119470.0,clean,automatic,4wd,wagon,black,oh
dayton / springfield,0.0,2017,nissan,altima,excellent,6 cylinders,gas,80549.0,clean,automatic,fwd,sedan,black,oh
dayton / springfield,0.0,2014,ram,1500,excellent,8 cylinders,gas,97424.0,clean,automatic,4wd,truck,black,oh
dayton / springfield,0.0,2016,ford,f250 super duty lariat,excellent,8 cylinders,gas,41604.0,clean,automatic,4wd,sedan,white,oh
dayton / springfield,0.0,2013,ford,explorer,excellent,6 cylinders,gas,125759.0,clean,automatic,4wd,SUV,red,oh
dayton / springfield,0.0,2016,dodge,charger,excellent,8 cylinders,gas,81381.0,clean,automatic,rwd,sedan,white,oh
dayton / springfield,0.0,2013,jeep,grand cherokee,excellent,6 cylinders,gas,130456.0,clean,automatic,4wd,SUV,white,oh
